fs_type,D,W,F,profile_name,p_read,p_write,p_mkdir,p_ls,p_mv,p_find,distribution,locality,zipf_s,operations,repeats,avg_latency_us,p99_latency_us,throughput_ops_sec,memory_usage_bytes
B,3,30,0.6,backup,0.1,0.7,0,0,0.2,0,uniform,0,0,2000,2,0.542206,2.021,1.93258e+06,1677202
B,3,30,0.6,backup,0.1,0.7,0,0,0.2,0,zipf,0.3,1.5,2000,2,0.293278,1.2085,3.41567e+06,1592274
B,3,30,0.6,backup,0.1,0.7,0,0,0.2,0,zipf,0.8,2,2000,2,0.267014,1,3.74513e+06,1576266
B,3,30,0.95,backup,0.1,0.7,0,0,0.2,0,uniform,0,0,2000,2,0.353549,1.2705,2.8434e+06,1678583
B,3,30,0.95,backup,0.1,0.7,0,0,0.2,0,zipf,0.3,1.5,2000,2,0.291245,1.083,3.43772e+06,1590896
B,3,30,0.95,backup,0.1,0.7,0,0,0.2,0,zipf,0.8,2,2000,2,0.266687,0.959,3.75002e+06,1573632
B,3,50,0.3,backup,0.1,0.7,0,0,0.2,0,uniform,0,0,2000,2,0.503984,1.6665,1.98619e+06,6982634
B,3,50,0.3,backup,0.1,0.7,0,0,0.2,0,zipf,0.3,1.5,2000,2,0.372091,1.875,2.68769e+06,6880510
B,3,50,0.3,backup,0.1,0.7,0,0,0.2,0,zipf,0.8,2,2000,2,0.41782,2.021,2.50472e+06,6867781
B,3,50,0.6,backup,0.1,0.7,0,0,0.2,0,uniform,0,0,2000,2,0.715052,2.4375,1.46205e+06,6981251
B,3,50,0.6,backup,0.1,0.7,0,0,0.2,0,zipf,0.3,1.5,2000,2,0.467252,2.1455,2.30945e+06,6883556
B,3,50,0.6,backup,0.1,0.7,0,0,0.2,0,zipf,0.8,2,2000,2,0.358058,1.625,2.90286e+06,6868224
B,3,50,0.95,backup,0.1,0.7,0,0,0.2,0,uniform,0,0,2000,2,0.660289,2.5625,1.53923e+06,6983832
B,3,50,0.95,backup,0.1,0.7,0,0,0.2,0,zipf,0.3,1.5,2000,2,0.425568,1.8125,2.40486e+06,6883180
B,3,50,0.95,backup,0.1,0.7,0,0,0.2,0,zipf,0.8,2,2000,2,0.364934,1.8125,2.87807e+06,6867978
B,2,5,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,3.92066,99.1455,256384,41772
B,2,5,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,2.74939,77.5835,363769,39132
B,2,5,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,3.46345,117.395,288998,38892
B,2,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,2.03578,43.8545,491584,42556
B,2,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,3.35585,103.812,298373,48924
B,2,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,2.81802,73.9585,354875,44812
B,2,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,2.27901,56.6875,438792,47920
B,2,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,2.73101,74.3545,366193,51392
B,2,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,3.62511,101.999,276985,46448
B,2,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,1.93137,28.604,518620,46108
B,2,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,1.76865,51.9165,566817,46476
B,2,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,2.67564,85.563,373897,51692
B,2,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,1.49609,25.3125,668703,58056
B,2,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,2.51995,83.771,398717,57246
B,2,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,3.01267,76.875,331955,55453
B,2,10,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,1.4962,28.5835,668861,57188
B,2,10,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,2.39929,71.625,416898,55935
B,2,10,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,2.52446,68.0205,396192,55374
B,2,15,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,1.71433,39.1045,584156,57032
B,2,15,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,3.30207,80.5,310528,59182
