fs_type,D,W,F,profile_name,p_read,p_write,p_mkdir,p_ls,p_mv,p_find,distribution,locality,zipf_s,operations,repeats,avg_latency_us,p99_latency_us,throughput_ops_sec,memory_usage_bytes
A,2,5,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.511329,5.4375,1.95699e+06,23980
A,2,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.526578,2.063,2.00598e+06,28566
A,2,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.401109,2.938,2.50112e+06,26788
A,2,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.407161,5.2705,2.45608e+06,26860
A,2,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.307224,1.5415,3.25528e+06,23530
A,2,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.408015,4.854,2.45145e+06,27692
A,2,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.412267,5.5,2.4295e+06,29674
A,2,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.347313,2.0005,2.88098e+06,32026
A,2,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.359855,2.417,2.78029e+06,29666
A,2,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.344357,2.125,2.90461e+06,30201
A,2,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.330365,1.2495,3.02976e+06,34542
A,2,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.359097,2.812,2.78645e+06,36228
A,2,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.354214,1.6665,2.82427e+06,37503
A,2,10,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.352686,1.2505,2.8403e+06,39478
A,2,10,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.354074,2.0415,2.82844e+06,34658
A,2,10,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.349975,2.2915,2.85968e+06,36657
A,2,15,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.357478,1.0835,2.7999e+06,36874
A,2,15,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.342586,2.333,2.92078e+06,33546
A,2,15,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.35336,2.7705,2.83136e+06,36672
A,2,15,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.325582,1.083,3.07217e+06,38502
A,2,15,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.352854,2.209,2.83476e+06,40904
A,2,15,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.349905,2.042,2.85872e+06,37682
A,2,15,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.369994,1.2295,2.70639e+06,39850
A,2,15,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.336336,1.4165,2.97512e+06,38299
A,2,15,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.321779,1.4585,3.10817e+06,38018
A,5,5,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.562637,2.6875,1.77797e+06,79260
A,5,5,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.661627,5.7085,1.51465e+06,73268
A,5,5,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.698823,7.542,1.43159e+06,67706
A,5,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.648982,2.5415,1.54148e+06,78864
A,5,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.575257,5.0205,1.74252e+06,69328
A,5,5,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.61216,5.437,1.634e+06,67048
A,5,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.568394,2.4375,1.76044e+06,75064
A,5,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.606517,5.75,1.65124e+06,70495
A,5,5,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.790651,10.896,1.265e+06,69132
A,5,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.659033,1.896,1.52168e+06,835915
A,5,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.707715,3.9165,1.41331e+06,801572
A,5,10,0.3,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.691085,4.625,1.44729e+06,798602
A,5,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.857049,2.75,1.1668e+06,836785
A,5,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,0.821842,5.7915,1.21775e+06,804411
A,5,10,0.6,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.8,2,2000,2,0.910267,7.313,1.12968e+06,797012
A,5,10,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,uniform,0,0,2000,2,0.911147,3,1.10275e+06,836925
A,5,10,0.95,build_system,0.5,0.25,0.1,0.05,0.05,0.05,zipf,0.3,1.5,2000,2,1.0168,10.0415,1.00801e+06,804027
